sharings,text
10,"Finalmente alguém escreveu aquilo que todos precisam saber sobre o Coronavírus

Alexandre Garcia 03/04/2020 

A sociedade brasileira já escolheu sacrificar almas, aquelas que podem morrer pelo bem coletivo.
São médicos, enfermeiros, policiais, caminhoneiros, padeiros, profissionais da limpeza e dos mercados e feiras livres, entregadores de comida e farmácia, porteiros, zeladores e faxineiros dos condomínios de apartamentos, os coletores de lixo, entregadores de gás entre outros ....pois esses não pararam, não se refugiaram em suas casas, e daí eu te pergunto: Quantos foram contaminados pelo COVID-19?

Serão esses profissionais super-homens e supermulheres?
Serão eles mutantes imunes ao vírus mortal vindo da China ou apenas ovelhas mudas entregues ao matadouro protegidas apenas por uma máscara e alguns por roupas de TNT?
Vejo pequenos empresários perdendo sono calculando como fecharão as contas sem mandar ninguém embora, enquanto parte dos trabalhadores, por terem salários garantidos, passam suas tardes discutindo a falta de polidez nas falas do presidente da República!!
Assistindo as melhores séries do NetFlix, distribuindo memes ou fazendo churrasco em seus quintais.
Um Brasil acostumado a Bolsa Família e por achar que o SUS é grátis!
Um Brasil que apresenta atestado falso para curtir a praia e deseja sempre que terceiros se sacrifiquem para seu conforto e comodidade! E que se incomoda com qualquer apelo de ""vamos ao trabalho"".
""Ahhhh, mas Bolsonaro fala muita merda.""
Você quer um presidente ou um namorado?
Você quer um presidente ou um filósofo?
Você quer um presidente ou um poeta?
Prefiro mil vezes Bolsonaro falando ""merdas"", mas cercado dos melhores ministros que tivemos em toda República, gente técnica e capacitada do que Lula e Dilma e seus 40 ladrões, prefiro as falas destemperadas de Bolsonaro do que Lula e Dilma com toda sua diplomacia mandando o nosso dinheiro para construir o porto de Mariel em Cuba, financiando a ditadura venezuelana, angolana, zimbabuana, congoleza...comprando a falida refinaria de Pasadena, no entreguismo a Bolívia...ao invés de investirem esses bilhões no aperfeiçoamento do SUS, para inclusive estarmos mais prontos em momentos como esse, mas não, aqui o importante mesmo era estádio de futebol, afinal não se faz Copa com hospitais.
Enquanto você está em casa se mijando de medo, a China anuncia que superou o corona e ""volta"" a desejar liderar o mundo!
E quem dissemina o medo e a histeria ganha em audiência como não vinha ganhando há muito tempo!
E os políticos que incentivam nosso enclausuramento, pois se elegeram na sombra do ""merdeiro"" e um STF que se nega a baixar seus salários!
E justamente estes políticos que sambavam no Carnaval, enquanto já havia sombra da pandemia por aqui, e que sonham com a cadeira presidencial, pois como não dá na competência, tem que ser no oportunismo.
Ou despertamos agora do nosso berço esplêndido pago as custas daqueles lançados aos lobos, ou a realidade dos vagabundos de sempre, dos socialistas de iphone, dos que não sabem fazer oposição e somente birra, dos revolucionários e revoltados com o governo enquanto são patrocinados pelo trabalho dos papais capitalistas, cujo o sonho de boicotar a própria nação pela sede do poder, dos derrotados democraticamente se realizará.... pois em nenhum outro país vítima do COVID - 19 há como pano de fundo um golpe de estado em andamento.

As palavras de Bolsonaro são assustadoras, mas não menos do que um povo que viveu duas décadas sendo saqueado por verdadeiros ladrões, agora deitado na rede, assistindo um doido com sua equipe técnica errando e acertando, mas trabalhando como nunca, enquanto hienas famintas se articulam para ocuparem o seu lugar.
O Corona é um risco, mas a fome e a violência são velhas conhecidas ...e o caos uma promessa"
10,"https://www.dfmobilidade.com.br/2020/06/covidao-no-para-de-helder-barbalho.html  Governador do Pará, Helder Barbalho (MDB), é alvo de ação da PF que investiga fraudes na compra de respiradores"
9,"🔵 Internet gratuita de 500 GB 4G   🔵 Por causa da epidemia de COVID-19, oferecemos 500 GB de Internet grátis, válidos por 90 dias para ajudá-lo a ficar em casa! *Obtenha acesso gratuito à Internet e fique em casa* 👉  
 http://hu5k.com/Covid"
9,"*Segundo Osmar Terra, ex-ministro e médico, o Ministério da Saúde não está usando o melhor caminho para o Brasil enfrentar a covid-19*

*URGENTE!!!*
O conteúdo do áudio a seguir, de pouco mais de 19 minutos, é a entrevista que o ex-Secretário de Saúde do Rio Grande do Sul, Osmar Terra, deu à Rádio Bandeirantes.  Considero que Osmar é um cidadão bem intencionado, médico, grande conhecedor do assunto epidemias, especialista isento, que já enfrentou várias situações de  crises, até piores do que a atual. Recebi-o de várias pessoas mas só agora pude ouvi-lo na íntegra. 

Quem o ouvir vai compreender o que está acontecendo no Brasil, com relação ao Coronavirus. Para JORNALISTAS QUE NÃO SEJAM CANALHAS, AUTOMATOS e que não tenham  compromissos ideológicos ou interesses ESCUSOS  - como são os da REDE GLOBO DE TELEVISÃO - e para os que  honram a profissão, o audio e o vídeo que encaminho anexo IMPÕE um dever: EM NOME DA VERDADE, DA ÉTICA  E DO COMPROMISSO PROFISSIONAL QUE A CATEGORIA DEVE HONRAR, devemos usar o conteúdo da entrevista como material para as nossas materias, levando essas informações preciosas para governantes que também não se venderam e não sejam  OPORTUNISTAS  -  como é o caso dos de SP, RJ, SC, PA, GO e outros interessados em prejudicado o presidente.

Deixo também uma pergunta: Até quando a Globo vai continuar prestando desserviço, usando montagem e  semiótica para  MENTIR, IMPUNE e  DESCARADAMENTE  para o povo brasileiro? 

José Aparecido Ribeiro - Jornalista 
(31) 99953-7945"
9,"*TEM GOVERNO ESTADUAL OBRIGANDO MEDICOS A DAREM ATESTADO MÉDICO COM COVID19 SÓ PARA AUMENTAR AS ESTATÍSTICAS PARA  JUSTIFICAR O EXAGERO DA QUARENTENA.   FAÇAM OS MÉDICOS TOMAREM CONHECIMENTO QUE A POPULAÇÃO QUE FOR ENGANADA ENTRARÁ COM AÇÃO CONTRA MÉDICOS PEDINDO INDENIZAÇÃO DE ATÉ R$ 14 MIL REAIS, CONFORME A JURISPRUDÊNCIA DO LINK DA CONJUR - COMPARTILHE. TODOS OS PARENTES QUE PERDERAM SEUS ENTES QUERIDOS, PRECISAM SABER DISTO E AGIR. É SÓ PROCURAR UM ADVOGADO* https://www.conjur.com.br/2007-fev-22/erro_certidao_obito_gera_indenizacao_danos"
9,"Isso serve para informar a todos que o pH do vírus corona varia de 5,5 a 8,5. 

* PESQUISA: REVISTA DE VIROLOGIA, MARÇO DE 2020, PÁGINA 19* 

Tudo o que precisamos fazer, para vencer o vírus corona, precisamos ingerir mais alimentos alcalinos que estão acima do nível de pH acima do vírus. 

Alguns dos quais são:  

Limão - 9,9pH

Abacate - 15,6pH 

Alho - 13,2pH 

Manga - 8,7pH 

Tangerina - 8,5pH  

Abacaxi - 12,7pH 

Dente de leão - 22,7pH  

Laranja - 9,2pH 

Não guarde essas informações apenas para si mesmo. Passe para todos."
9,"*Já tentaram tudo*

- a vendedora de açaí

- a facada

- a urna eletrônica

- os robôs do WhatsApp 

- os robôs do Twitter 

- o STF

- o Bebiano

- os Laranjas

- o Queiroz 

- a Amazônia em chamas

- a Marielle 

- o porteiro do condomínio

- a avó da Michele,

- embaixada nos EUA

- o óleo venezuelano

- as praias do Nordeste

- os palestinos

- a Joyce

- o Frota

- o Macron

- a Greta

- o Papa

- a China

- o Intercept

- o Maia

- a Globo

- a imprensa ávida de $

- o Alcolumbre

- os governadores do nordeste

- o Witzel

- o Doria

- o Caiado

- o operador de retroescavadeira, ex-ministro da Educação 

- o Centrão

- os filhos

- intrigas com os ministros

- os militares

- o relacionamento com o Mourão 

- os milicianos

- o exame de corona vírus

- o contato com o povo

- a convocação para manifestações 

- a OMS

- o embaixador Chinês

- a PEC do Gilmar 
Mendes

- as liminares de Lewandowisk 

- as decisões ultrapetistas
de Alexandre Nosferatu de Moraes

- as investidas de Maia e Alcolumbre

- as tresloucadas do Joe Doriana

- as MPs que Maia não pauta e perdem eficácia,
Ou seja, a crise política atual nada tem a ver com o COVID-19 e as estratégias para combater a pandemia.

O que querem mesmo é *derrubar o presidente Bolsonaro*, pois com ele no poder Executivo, *ninguém mais consegue roubar o Brasil*. 

E muita gente vai ter suas negociatas encerradas, como aquela TV. 

Manifestação via Facebook, WhatsApp e demais redes.

Atenção Patriotas!!!

Esta manifestação nasceu em Ribeirão Preto/SP, e é muito importante que isso seja mencionado, quando do repasse dessa mensagem. Explico o porque: caso ela chegue ao município de Macapá, o irmão patriota de lá saberá que ela atravessou o país inteiro e, será quase tão eficaz quanto as manifestações de rua.

Achávamos que a guerra havia acabado, mas nos enganamos. 

Não acabou, não! 

O presidente Jair Bolsonaro vai precisar muito do nosso apoio, de todas as formas possíveis.

O mimimi e o chororô esquerdista, com artistas ruanetistas milionários, os quais estão desesperados com o fim das mordomias e a vida fácil, vai ser uma constante. 

Portanto, a nossa reação também tem que ser de igual ou maior intensidade, contra essa idéia da política do império romano de ""panem et circenses"".

“Fernanda Lima e Pedro Cardoso” falam mal dos eleitores de Bolsonaro, morando lá nos EUA e em Portugal, respectivamente.

Parece que a palavra “hipocrisia” não existe no dicionário deles. 

Felipe Neto, descaradamente, anuncia que vai começar a destilar veneno ideológico sobre as crianças, seus ingênuos seguidores no YouTube. 

Paulo Pimenta, canalha, “et caterva” tentam desmoralizar junto aos organismos internacionais do tipo da ONU, o presidente eleito e os ministros indicados. Grupos de jornalistas socialistas de i-phone, revoltadinhos de cabelo roxo e piercing na sobrancelha, alocados em órgãos de *imprensa falaciosa* e em grupos comprados, como *UOL, Globo, Folha , Valor econômico, Veja, Exame* e etc,”inventam, cada vez mais, mentiras deslavadas e calúnias contra Bolsonaro” a e seus eleitores, NÓS O POVO PATRIOTA!

Brigue, meu amigo! 

Não deixe isso correr quieto... 

É sabido que a Venezuela chegou àquele estado caótico e assassino, por conta da alienação e omissão absoluta dos seus cidadãos. 

O povo de lá dormiu!!!! 

Quando acordou era tarde demais... 

Já estava nas mãos de comunistas corruptos genocidas. 

Agora a sua reconstrução levará décadas...

Você que é responsável, ama a sua família e o seu país, não se envergonhe, repasse à todos que puder! 

E, *principalmente boicote à tudo o que vier da esquerda*! 

*Peças de teatro, shows, exposições de arte, canais de TV, programas, literatura, produtos, incluindo a não compra de patrocinadores da esquerda*.

Mostremos a nossa força, unidos somos fortes! 

O bem tem de prevalecer sobre o mal!

Quando essa mensagem chegar a um irmão patriota do Nordeste, ele vai saber também que o país inteiro está apoiando a mudança em sua região e agora ela se tornará produtiva e próspera. 

Saberá que os seus rincões sairão do jugo cruel e desumano dos coronéis da seca, os quais vem há décadas escravizando o seu povo, sem um pingo de dó.

**Façamos esta mensagem circular e alcançar a todo cidadão brasileiro**,
**Autoridades, políticos, religiosos e inclusive os artistas!**

Até ao próprio presidente eleito, pra ele saber que pode contar com o nosso apoio.

MULTIPLIQUE!!! 
REPASSE E REPASSE!!!

Além do que, repassar é muito mais rápido, fácil e barato. 

Essa ação acaba sendo mais um reforço eficaz para apoiar todas as manifestações de rua que ocorreram e que ainda deverão ocorrer!!!

Copie e cole, compartilhando com todos.

Use as suas redes sociais, sentando o dedo na tela. Sem dó!!
 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻🇧🇷
 Faremos essa manifestação!!! 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷"
9,"Médico fala ao vivo na CNN o que os jornalistas não queriam ouvir, que o Corona Virus não dissemina bem no calor, Monalisa Perrone ex Globo, sussurra no meio da entrevista ""corta"" e o áudio vaza. Em seguida interrompem a entrevista. 
Todos precisam saber o que a imprensa está fazendo com o Brasil, envie para seus amigos."
8,"Urgente: OMS admite que portadores assintomáticos de covid19 raramente transmitem a doença. Com isso, todas as medidas de lockdown e isolamento já podem ser canceladas pois não têm efeito prático.

https://portalnovonorte.com.br/?p=26499&amp=1"
8,"URGENTE TEMOS QUE IR PRAS RUAS E CONGRESSO, TEMOS O ARTIGO 1*  TODO PODER EMANA DO POVO, OS POLITICOS SÃO NOSSOS EMPREGADOS VAMOS DAR VOZ DE PRISÃO PRA  ELES SÓ NÓS PODEMOS DAR VOZ DE PRISÃO PRA TODOS OS CORRUPTOS GENOCIDAS, OU VAMOS FICAR EM CASA SEM COMIDA SEM ANTICORPOS E VAMOS MORRER TODOS DE COVID 19 ,COVARDEMENTE ,ACORDA BRASIL AINDA DA TEMPO DE PEDIRMOS INTERVENÇÃO MILITAR"
8,"Acabei de assistir na CNN AMERICANA a coletiva de imprensa diária da Casa Branca sobre o coronavírus, hoje, Peter Navarro, conselheiro de Trump, acaba de falar em alto e bom som que se há algo que os EUA estão aprendendo com a atual crise é que o país não pode mais depender tanto da cadeia de distribuição global. Falta uma série de coisas nos EUA que ninguém “imaginava” ser possível. 

Muita coisa essencial só pode ser obtida hoje se comprada fora do país. Medicamentos básicos e essenciais deixaram de ser produzidos nos EUA nas ultimas décadas. A indústria americana foi dizimada pelos últimos presidentes.

Um militar foi anunciado hoje como coordenador das ações de supply chain para a crise. O que o almirante anunciou é que já foram operacionalizados 6 vôos militares internacionais para abastecer os EUA com itens emergenciais; outros 28 vôos já estão agendados para os próximos dias. 

 Navarro citou a dependência quase total de medicamentos vindos de fora (China, ok?) e de suprimentos e equipamentos de saúde. Tudo aquilo que já sabemos. Mas o mais importante da sua fala foi quando disse que há hora certa para tudo. Agora os EUA precisam resolver os problemas mais imediatos mas a hora de enfrentar esse desequilíbrio calamitoso vai chegar. 

 Peter Navarro deixou extremamente claro que isso vai mudar e que esse tipo de situação “não vai se repetir mais”. O que ele quis dizer é que na hora certa o governo americano vai entrar com força total nessa questão da dependência externa, leia-se CHINA. 

 Navarro tem preparado rascunhos de ordens executivas e projetos para botar fim nisso. Não estranhem o fato de Trump ter parado de chamar a peste de “coronavírus chinês” para chamar de COVID-19. Ele não aderiu ao politicamente correto. O xadrez está sendo jogado num nível muito mais alto que dos meros mortais. 

Os EUA vão ganhar esse confronto com a China — que ai da está para começar, vão ganhar também seus mais próximos aliados. Nunca foi tão importante estar ao lado de países como a América. Quem estiver junto, na mesma barca, vai participar desse redesenho que só os EUA têm o cacife para iniciar.

Aos deslumbrados com a China no bananal brasileiro, um recado: o dinheiro chinês não vai comprar a fúria americana contra os culpados por essa desgraça mundial que o mundo tá vivendo. 

Aguardem a hora certa.
PS: Vale para o BRASIL também. Ser independente e soberano, implica ações estratégicas. Um país que produz aviões e automóveis de luxo não pode ficar dependente de  itens fundamentais. Investimento em certas áreas vai se tornar necessário. Espero que o governo e a sociedade aprendam ISSO nessa guerra. É uma guerra. Pode até não ser provocada. Mas seus efeitos são os mesmos. 
🇧🇷🇧🇷🇧🇷"
8,"Carlos Matos Deputado Estadual Ceará, fala de sua recuperação do coronavírus,O Governador Camilo Santana tá louco com a divulgação desse depoimento do Deputado 07-04-2020."
8,"Tapa na cara do Congresso. Precisamos defender este magistrado. Juiz Federal bloqueia fundos eleitoral e partidário e determina uso do dinheiro no combate ao coronavírus.

https://portalnovonorte.com.br/?p=24309"
8,"Tava martelando na minha cabeça:- Porque o coronavirus matou tanta gente no norte da Italia?
Porquê?
Eis um provável motivo!!!
Você sabia que existem mais de 200 mil chineses trabalhando nas confecções de roupas no norte da Itália em estado de miserabilidade?
Justamente no local onde houve o maior número  de vítimas.
Nenhum jornal, rádio e nem a Globo noticiou.
Raciocina comigo aí, vc vai entender melhor o porque que o corona vírus se alastrou rapidamente na Itália. 
Existe um motivo pelo qual a Itália, particularmente o Norte, foi atingida tão brutalmente mas você não ouve isso das mídias. 
Por volta de 2010 companhias chinesas compraram marcas italianas, não apenas porque a classe média chinesa ama a moda italiana.
 Eles precisavam manter o tão cobiçado 
“Made in Italy”. 
Então, ao invés de fabricar roupas na China, eles enviaram os chineses para a Lombardia e a Toscana (Milão e Florença). 
A ida deles para a Italia teve apoio do partido comunista italiano. 
Teve até um  slogam "" Abrace um chinês "". https://noticias.r7.com/prisma/augusto-nunes/a-irresponsabilidade-assassina-18032020
Na dúvida, dê um Google...
Em 2013 New York Magazine disse que havia mais de 20 mil chineses em Prato, uma cidadezinha da Toscana. 

https://www.dw.com/pt-br/a-triste-realidade-da-pequena-china-italiana/a-18841625

Atualmente há mais de 200 mil em Tida Itália. 
 E adivinha onde a sede da indústria fashion chinesa? Sim, Wuhan - que contrata e envia mão de obra barata para as fábricas da Itália. 
Isso mesmo :- Mão de obra barata de Wuhan.
Centenas deles retornaram à China para o ano novo chinês. 
Em 25 de janeiro o vírus estava crescendo na cidade natal deles, e alguns deles provavelmente retornaram infectados.
Mas você não escuta isso da mídia, e eu me pergunto por quanto tempo isso não será postado. 
Os políticos brasileiros sabendo disso, começaram a monitorar todos turistas, navios oriundos da Asia que vinham e  atracavam no Brasil. 
Por isso, que em janeiro já usavam luvas e  máscaras nos aeroportos; torraram milhões do erário público nas festas do revellion e carnaval e ñ comunicaram a população. 
Expertos, esperaram o carnaval passar, injetaram milhões na imprensa e estas  bombaram o terror vinte quatro horas por dia para confinar  o povo numa quarentena . 
E deu certo!!!  
O povo acuado sem conhecer as verdades aceitou passivamente o horror implantado...
Querem o poder pelo poder,  derrubar o governo  federal a todo custo, não se importando  com a saúde mental do povo, muito menos com a recessão, a fome, quebradeira e o desemprego...agora vão aparecer de paladinos da salvação ... 
Por ai você percebe que não estamos na mesma escala da crise italiana por razões muito particulares.
Confirme tudo no Google,  é verídico.

https://economia.estadao.com.br/noticias/geral,como-os-chineses-ocuparam-a-cidade-italiana-de-prato,70003126064
ACORDA  POVO
ESTAMOS SENDO 
MANIPULADOS"
8,ORGANIZAÇÃO MUNDIAL DE SAÚDE: O ABORTO É ESSENCIAL DURANTE A PANDEMIA DO CORONAVÍRUS CHINÊS | https://www.dfmobilidade.com.br/2020/04/organizacao-mundial-de-saude-o-aborto-e.html
7,"🗞 *Principais notícias de agora* 📰   

📆 *Segunda-feira, 06 de abril de 2020* 📆   
 

*Caixa divulga hoje calendário do auxílio emergencial de R$ 600* 
 

https://gazetabrasil.com.br/economia/caixa-divulga-hoje-calendario-do-auxilio-emergencial-de-r-600/ 
 

*Bolsonaro: “É na adversidade que conhecemos os verdadeiros patriotas”* 
 

https://gazetabrasil.com.br/especiais/jair-bolsonaro/bolsonaro-e-1o-escalao-do-planalto-se-reunem-para-debater-crise-do-coronavirus/ 
 

*Desembargadora suspende decisões que soltaram assassinos por causa do coronavírus* 
 

https://gazetabrasil.com.br/politica/desembargadora-suspende-decisoes-que-soltaram-assassinos-por-causa-do-coronavirus/ 
 

*Embaixada da China ataca postagem do ministro da Educação: “tem cunho fortemente racista”* 
 

https://gazetabrasil.com.br/politica/embaixada-da-china-ataca-postagem-do-ministro-da-educacao-tem-cunho-fortemente-racista/ 
 

*Médicos defendem cloroquina contra covid-19 no início do tratamento de idosos* 
 

https://gazetabrasil.com.br/brasil/medicos-defendem-cloroquina-contra-covid-19-no-inicio-do-tratamento-de-idosos/ 
 

*Nas últimas 24 horas, Brasil teve menor taxa de mortos por coronavírus* 
 

https://gazetabrasil.com.br/brasil/nas-ultimas-24-horas-brasil-teve-menor-taxa-de-mortos-por-coronavirus/ 
 

*Maia: “Bolsonaro responderá pessoalmente à decisão de liberar o isolamento”* 
 

https://gazetabrasil.com.br/politica/maia-bolsonaro-respondera-pessoalmente-a-decisao-de-liberar-o-isolamento/ 
 

*Mercado prevê recessão de 1,18% do PIB em 2020* 
 

https://gazetabrasil.com.br/economia/mercado-preve-recessao-de-118-do-pib-em-2020/ 
  

*João Doria prorroga quarentena em SP até 22 de abril* 
 

https://gazetabrasil.com.br/brasil/sao-paulo/joao-doria-prorroga-quarentena-em-sp-ate-22-de-abril/ 
  

*MEC autoriza antecipar formatura de estudantes de medicina* 
 

https://gazetabrasil.com.br/brasil/mec-autoriza-antecipar-formatura-de-estudantes-de-medicina/ 
 

*Em tom de ameaça, Maia diz Bolsonaro pode responder pessoalmente se liberar isolamento* 


https://gazetabrasil.com.br/politica/em-tom-de-ameaca-maia-diz-bolsonaro-pode-responder-pessoalmente-se-liberar-isolamento/ 


*Weintraub sobre ‘Cebolinha da China’: “foi uma brincadeira leve”* 
 

https://gazetabrasil.com.br/politica/weintraub-sobre-cebolinha-da-china-foi-uma-brincadeira-leve/ 
  

*Maia não vai arquivar processos de impeachment contra Bolsonaro* 
 

https://gazetabrasil.com.br/politica/maia-nao-vai-arquivar-processos-de-impeachment-contra-bolsonaro/ 
 

*Em SP, jovens participam de baile funk em plena quarentena* 
 

https://gazetabrasil.com.br/brasil/sao-paulo/em-sp-jovens-participam-de-baile-funk-em-plena-quarentena/ 
 

*Em teste, remédio antiparasita mata coronavírus em 48 horas* 
 

https://gazetabrasil.com.br/mundo/em-teste-remedio-antiparasita-mata-coronavirus-em-48-horas/ 
 

*Hemorio inicia testes com plasma sanguíneo no tratamento de covid-19* 

 
https://gazetabrasil.com.br/brasil/hemorio-inicia-testes-com-plasma-sanguineo-no-tratamento-de-covid-19/ 
 

*Espanha tem 4o dia consecutivo de queda nas mortes por coronavírus* 
  

https://gazetabrasil.com.br/mundo/espanha-tem-4o-dia-consecutivo-de-queda-nas-mortes-por-coronavirus/ 
 

*Covid- 19: OMS inclui aborto como serviço essencial durante crise* 
 

https://gazetabrasil.com.br/mundo/covid-19-oms-inclui-aborto-como-servico-essencial-durante-crise/ 
 

*Itália prepara suspensão “gradual” das restrições* 
  

https://gazetabrasil.com.br/mundo/italia-prepara-suspensao-gradual-das-restricoes/ 
 

*Espanha vai buscar pessoas com coronavírus mas sem sintomas* 
 

https://gazetabrasil.com.br/mundo/espanha-vai-buscar-pessoas-com-coronavirus-mas-sem-sintomas/ 
 

⬇ *Para receber notícias no Whatsapp, acesse o link abaixo:* ⬇  

https://chat.whatsapp.com/CKEw3zdDidsF0KV8XpT2eD 


⬇ *Faça parte do nosso grupo do Telegram, acesse o link:* ⬇  

https://t.me/joinchat/Mz3K4BYfkdjIbE_UySPhxw"
7,"```*ALERTA AOS BRASILEIROS!* 

Atentem todos, principalmente os que estão decepcionados com o governo Bolsonaro. Uma colega de turma, oftalmo na Argentina, que pouco se manifestava nas brigas envolvendo a esquerda e a direita, hoje, postou essa mensagem no grupo de que fazemos parte. Por favor, leiam com atenção! É importante pra todos!

""Oi, meus amigos, hoje, acordei com a intenção de contar pra vocês um pouco da situação que nós, argentinos, estamos vivenciando no nosso país, e trago esta mensagem como ALERTA!! Para aqueles que  acharem não ser interessante, apenas delete. Mas não deixem de compartilhar! Quando o Macri ganhou as eleições, foi como um sopro de ar fresco para o país. Voltou a esperança! Mas, quando vimos que ele não era capaz de tirar o país do fundo do poço (onde ele o encontrou), os que votaram nele se dividiram decepcionados. Então, na eleição seguinte, voltou ao poder o governo que  tinha colocado o país naquela situação de outrora! Hoje, depois de 61 dias de quarentena obrigatória, e que parece que se prolonga novamente, o país está pior do que nunca esteve. As empresas foram obrigadas a continuar pagando  salários integrais aos seus funcionários e proibidas de despedir aqueles que julgavam não ser capazes de continuar pagando. Resultado: 60 mil empresas fecharam suas portas no país. O governo “ajudou” algumas empresas, mas, agora, fala-se que as empresas também devem pertencer ao governo que as ajudou. Fala-se em expropriação. A fila nos refeitórios de ajuda às famílias de baixos recursos aumentou, e foram agregadas mais de 2.000 familias de classe média, que, hoje, passaram a depender desse benefício. Enquanto isso, foram retiradas todas as causas por corrupção da antiga presidente, hoje vice, e foram libertados todos aqueles infratores que o governo Macri conseguiu prender durante seu mandato, aí incluídos politicos, assassinos, sequestradores, etc. O coronavírus está bem controlado, o que era de se esperar, já que estamos todos encerrados em casa, apenas para postergar o pico que virá quando terminar a quarentena. Então, brasileiros, espelhem-se na Argentina e avaliem bem o que querem para o Brasil, tanto no campo da Saúde como no da Economia! Espero que tenham melhor sorte que nós...
 🥺” 

Cito a autora: Dra. Daniela Ribeiro.   É por isso que deixo a pergunta: QUEM VOCÊS QUEREM NO LUGAR DO PRESIDENTE BOLSONARO? TEMEM OU NÃO O COMUNISMO SER INSTALADO NO BRASIL? UNAM-SE POVO BRASILEIRO, UNAM-SE! Não entreguem seu país a quem só quer a corrupção,  o poder, a riqueza para si e para os seus. Não há um outro político no Brasil mais patriota do que Bolsonaro; esqueçam seus defeitos e foquem nas virtudes. Que Deus os ajudem 🙏```"
7,"Governador do RJ tira o SAMU do Corpo de Bombeiros que não tinha custo e contrata sem licitação  uma empresa particular pela.bagatela de 76.000.000,00 milhões ....Para alguns o  covid 19 não é tão ruim assim...Mais uma em tempo de calamidade pública
 https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/04/04/witzel-exonera-subsecretaria-de-saude-em-meio-a-pandemia-saiba-o-bastidor.ghtml"
7,"O uso precoce da Hidroxicloroquina na Índia levou o país a ser referência no combate ao coronavirus. A Índia tem atualmente 1 bilhão e 320 milhões de habitantes, com 7.200  mortes. O país começou a usar o remédio desde as primeiras 7 mortes.
O Brasil tinha tudo para ser parecido, não fosse uma oposição tão hipócrita. Atrasaram, boicotaram, até entraram na Justiça para impedir o uso do medicamento. Hoje tenho a Globo, STF e governadores como os principais responsáveis pelo número de mortes no nosso país.

https://ultimosegundo.ig.com.br/mundo/2020-06-02/india-tem-a-taxa-de-mortalidade-por-covid-19-mais-baixa-do-mundo.html"
